,起飞机场坐标,降落机场坐标,飞行路径
926,"(116.7, 40.15)","(114.2, 30.81)","[[(116.7, 40.15), (115.45, 39.76), (112.55, 32.92), (114.39, 31.78), (114.2, 30.81)], [(116.7, 40.15), (115.45, 39.76), (114.39, 31.78), (114.2, 30.81)]]"
927,"(113.8, 22.64)","(121.46, 29.82)","[[(113.8, 22.64), (113.81, 22.62), (113.95, 22.9), (113.85, 23.09), (114.85, 24.28), (120.63, 27.75), (120.81, 29.6), (121.33, 29.9), (121.46, 29.82)]]"
928,"(102.05, 36.53)","(108.6, 34.43)","[[(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.6, 34.43)]]"
929,"(102.74, 24.96)","(109.4, 18.3)","[[(102.74, 24.96), (103.74, 24.54), (106.65, 23.89), (108.15, 22.59), (109.17, 17.67), (109.17, 18.31), (109.4, 18.3)], [(102.74, 24.96), (103.74, 24.54), (106.65, 23.89), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)]]"
930,"(120.35, 36.26)","(113.21, 28.2)","[[(120.35, 36.26), (120.02, 36.32), (116.0, 36.79), (115.07, 36.42), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)], [(120.35, 36.26), (120.02, 36.32), (116.0, 36.79), (115.07, 36.42), (113.64, 29.26), (113.21, 28.2)], [(120.35, 36.26), (120.02, 36.32), (116.0, 36.79), (114.43, 31.32), (113.64, 29.26), (113.21, 28.2)]]"
931,"(121.36, 37.4)","(121.53, 38.96)","[[(121.36, 37.4), (120.8, 38.01), (120.99, 38.25), (121.53, 38.96)]]"
932,"(113.35, 22.01)","(114.7, 38.27)","[[(113.35, 22.01), (113.61, 22.25), (114.7, 38.27)], [(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.52, 23.41), (113.42, 24.19), (114.43, 31.32), (114.75, 36.37), (115.34, 37.81), (114.7, 38.27)]]"
933,"(121.53, 38.96)","(113.75, 34.56)","[[(121.53, 38.96), (120.72, 38.25), (113.47, 35.45), (113.75, 34.56)], [(121.53, 38.96), (120.72, 38.25), (120.54, 37.65), (113.4, 35.61), (113.47, 35.45), (113.75, 34.56)], [(121.53, 38.96), (120.72, 38.25), (120.54, 37.65), (113.47, 35.45), (113.75, 34.56)]]"
934,"(114.2, 30.81)","(109.4, 18.3)","[[(114.2, 30.81), (113.69, 29.91), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)]]"
935,"(106.6, 29.73)","(118.83, 31.77)","[[(106.6, 29.73), (108.65, 30.04), (114.2, 30.78), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)]]"
936,"(106.6, 29.73)","(102.74, 24.96)","[[(106.6, 29.73), (106.92, 28.77), (105.11, 27.63), (104.28, 26.86), (103.65, 26.18), (102.74, 24.96)], [(106.6, 29.73), (106.92, 28.77), (105.11, 27.63), (103.65, 26.18), (102.74, 24.96)], [(106.6, 29.73), (106.92, 28.77), (104.28, 26.86), (103.65, 26.18), (102.74, 24.96)]]"
937,"(106.6, 29.73)","(106.54, 38.34)","[[(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.86, 33.51), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (106.41, 38.35), (106.54, 38.34)], [(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.86, 33.51), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (106.41, 38.35), (105.97, 38.48), (105.57, 38.76), (106.54, 38.34)], [(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.86, 33.51), (108.71, 34.76), (107.6, 35.8), (106.41, 38.35), (106.54, 38.34)], [(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (106.41, 38.35), (106.54, 38.34)], [(106.6, 29.73), (107.05, 30.45), (108.41, 32.08), (108.71, 34.76), (107.69, 35.51), (106.41, 38.35), (106.54, 38.34)]]"
938,"(103.94, 30.58)","(117.17, 34.26)","[[(103.94, 30.58), (104.9, 30.97), (107.19, 32.26), (108.31, 33.32), (112.55, 32.92), (113.64, 32.35), (117.2, 33.95), (117.17, 34.26)], [(103.94, 30.58), (104.9, 30.97), (107.19, 32.26), (108.31, 33.32), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (117.2, 33.95), (117.17, 34.26)]]"
939,"(106.54, 38.34)","(123.48, 41.53)","[[(106.54, 38.34), (106.41, 38.35), (108.33, 39.53), (110.46, 40.64), (111.79, 40.63), (113.15, 41.84), (118.25, 42.18), (120.43, 41.54), (121.18, 41.58), (123.48, 41.53)]]"
940,"(109.4, 18.3)","(120.43, 30.2)","[[(109.4, 18.3), (109.4, 18.49), (110.14, 20.01), (110.23, 20.3), (110.33, 21.13), (112.48, 23.07), (113.19, 23.02), (114.88, 25.81), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)], [(109.4, 18.3), (109.4, 18.49), (110.14, 20.01), (110.23, 20.3), (110.33, 21.13), (112.48, 23.07), (113.19, 23.02), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)], [(109.4, 18.3), (120.43, 30.2)], [(109.4, 18.3), (109.28, 18.19), (109.29, 17.49), (112.25, 18.66), (120.43, 30.2)]]"
941,"(118.83, 31.77)","(119.66, 25.92)","[[(118.83, 31.77), (119.39, 31.2), (119.55, 26.22), (119.66, 25.92)]]"
942,"(109.4, 24.22)","(110.46, 19.92)","[[(109.4, 24.22), (109.39, 24.2), (109.15, 23.76), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)]]"
943,"(113.75, 34.56)","(110.46, 19.92)","[[(113.75, 34.56), (114.72, 33.21), (114.43, 31.32), (113.69, 29.91), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)], [(113.75, 34.56), (114.72, 33.21), (114.43, 31.32), (113.69, 29.91), (108.15, 22.59), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)], [(113.75, 34.56), (114.72, 33.21), (113.69, 29.91), (109.43, 21.58), (110.14, 20.01), (110.46, 19.92)]]"
944,"(118.12, 24.52)","(118.83, 31.77)","[[(118.12, 24.52), (119.39, 25.74), (120.15, 30.48), (119.22, 31.56), (118.83, 31.77)]]"
945,"(102.05, 36.53)","(111.3, 30.71)","[[(102.05, 36.53), (102.87, 36.52), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.14, 31.4), (111.48, 30.56), (111.3, 30.71)]]"
946,"(118.12, 24.52)","(120.41, 31.51)","[[(118.12, 24.52), (119.39, 25.74), (120.15, 30.48), (119.14, 31.64), (120.32, 31.59), (120.41, 31.51)]]"
947,"(106.6, 29.73)","(113.75, 34.56)","[[(106.6, 29.73), (107.05, 30.45), (111.03, 34.43), (112.19, 34.44), (113.75, 34.56)], [(106.6, 29.73), (107.05, 30.45), (112.19, 34.44), (113.75, 34.56)]]"
948,"(121.53, 38.96)","(114.2, 30.81)","[[(121.53, 38.96), (120.72, 38.25), (120.54, 37.65), (115.07, 36.42), (114.39, 31.78), (114.2, 30.81)], [(121.53, 38.96), (120.72, 38.25), (114.39, 31.78), (114.2, 30.81)], [(121.53, 38.96), (120.72, 38.25), (115.07, 36.42), (114.39, 31.78), (114.2, 30.81)], [(121.53, 38.96), (120.72, 38.25), (120.54, 37.65), (114.39, 31.78), (114.2, 30.81)]]"
949,"(120.41, 31.51)","(113.8, 22.64)","[[(120.41, 31.51), (120.32, 31.59), (119.66, 29.76), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(120.41, 31.51), (120.32, 31.59), (119.04, 31.65), (119.66, 29.76), (114.88, 25.81), (114.51, 24.31), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)], [(120.41, 31.51), (120.32, 31.59), (119.04, 31.65), (119.66, 29.76), (113.95, 24.11), (113.19, 23.02), (113.48, 22.88), (113.56, 22.53), (113.81, 22.62), (113.8, 22.64)]]"
950,"(111.87, 40.82)","(106.6, 29.73)","[[(111.87, 40.82), (111.84, 39.99), (109.14, 35.85), (108.71, 34.76), (108.09, 33.41), (107.77, 32.17), (107.39, 31.37), (106.76, 30.29), (106.6, 29.73)]]"
951,"(121.53, 38.96)","(117.32, 31.75)","[[(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (120.29, 35.98), (118.71, 33.47), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.32, 31.75)]]"
952,"(108.6, 34.43)","(107.63, 35.74)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (107.63, 35.74)]]"
953,"(108.6, 34.43)","(119.14, 33.79)","[[(108.6, 34.43), (109.7, 33.74), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (117.2, 33.95), (117.55, 34.06), (118.27, 33.97), (119.11, 33.77), (119.14, 33.79)]]"
954,"(120.2, 33.41)","(113.21, 28.2)","[[(120.2, 33.41), (120.2, 33.42), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.13, 30.66), (113.69, 29.91), (113.64, 29.26), (113.21, 28.2)]]"
955,"(121.32, 31.2)","(113.92, 22.31)","[[(121.32, 31.2), (120.43, 30.9), (119.66, 29.76), (113.92, 22.31)]]"
956,"(110.05, 25.2)","(118.83, 31.77)","[[(110.05, 25.2), (110.32, 25.17), (118.83, 31.77)], [(110.05, 25.2), (110.32, 25.17), (110.48, 25.56), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)]]"
957,"(121.81, 31.15)","(114.2, 30.81)","[[(121.81, 31.15), (120.73, 32.17), (119.76, 32.25), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.2, 30.81)], [(121.81, 31.15), (119.76, 32.25), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.84, 31.48), (115.27, 30.44), (114.2, 30.81)]]"
958,"(118.83, 31.77)","(114.73, 25.83)","[[(118.83, 31.77), (118.3, 31.8), (117.21, 29.99), (115.91, 28.89), (115.65, 27.76), (114.88, 25.81), (114.73, 25.83)]]"
959,"(117.39, 39.18)","(120.43, 30.2)","[[(117.39, 39.18), (116.67, 38.64), (117.0, 37.3), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (118.58, 32.67), (119.07, 31.57), (120.17, 30.3), (120.2, 30.12), (120.43, 30.2)], [(117.39, 39.18), (116.67, 38.64), (117.22, 36.83), (117.21, 36.42), (118.0, 34.28), (118.58, 32.67), (119.07, 31.57), (120.17, 30.3), (120.2, 30.12), (120.43, 30.2)], [(117.39, 39.18), (117.22, 36.83), (118.0, 34.28), (118.58, 32.67), (120.17, 30.3), (120.2, 30.12), (120.43, 30.2)]]"
960,"(108.6, 34.43)","(102.35, 38.55)","[[(108.6, 34.43), (107.9, 35.35), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (103.38, 38.41), (102.32, 38.56), (102.35, 38.55)]]"
961,"(119.66, 25.92)","(113.8, 22.64)","[[(119.66, 25.92), (119.39, 25.74), (116.36, 22.95), (114.03, 22.71), (113.8, 22.64)]]"
962,"(120.35, 36.26)","(118.12, 24.52)","[[(120.35, 36.26), (120.56, 35.71), (120.78, 35.48), (122.63, 31.66), (122.45, 31.45), (121.83, 28.0), (120.63, 27.75), (119.55, 26.22), (119.39, 25.74), (118.12, 24.52)]]"
963,"(116.7, 40.15)","(119.66, 25.92)","[[(116.7, 40.15), (116.67, 38.64), (117.22, 36.83), (117.21, 36.42), (117.68, 35.17), (117.2, 34.88), (117.2, 34.09), (117.2, 33.95), (117.3, 31.78), (117.98, 26.54), (119.39, 25.74), (119.66, 25.92)], [(116.7, 40.15), (116.67, 38.64), (117.0, 37.3), (117.22, 36.83), (117.21, 36.42), (117.68, 35.17), (117.2, 34.88), (117.2, 34.09), (117.2, 33.95), (117.3, 31.78), (117.21, 29.99), (117.98, 26.54), (119.39, 25.74), (119.66, 25.92)], [(116.7, 40.15), (116.67, 38.64), (117.0, 37.3), (116.92, 36.73), (117.2, 33.95), (117.3, 31.78), (117.98, 26.54), (119.39, 25.74), (119.66, 25.92)]]"
964,"(113.75, 34.56)","(87.45, 43.97)","[[(113.75, 34.56), (112.45, 34.11), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(113.75, 34.56), (112.45, 34.11), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(113.75, 34.56), (112.45, 34.11), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.81, 41.5), (95.2, 41.86), (93.67, 42.84), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(113.75, 34.56), (112.45, 34.11), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)], [(113.75, 34.56), (113.27, 33.9), (112.45, 34.11), (108.85, 34.22), (108.71, 34.76), (107.69, 35.51), (107.6, 35.8), (104.11, 36.53), (102.44, 37.36), (93.67, 42.84), (87.45, 43.97)], [(113.75, 34.56), (112.45, 34.11), (108.71, 34.76), (107.69, 35.51), (104.11, 36.53), (102.44, 37.36), (94.87, 40.31), (89.61, 43.99), (87.98, 44.17), (87.51, 43.91), (87.45, 43.97)]]"
965,"(87.45, 43.97)","(102.05, 36.53)","[[(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (101.53, 37.3), (102.05, 36.53)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (102.81, 41.5), (102.91, 36.82), (102.05, 36.53)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (102.91, 36.82), (102.05, 36.53)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (101.53, 37.3), (102.05, 36.53)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.69, 42.52), (101.53, 37.3), (102.05, 36.53)]]"
966,"(118.83, 31.77)","(116.7, 40.15)","[[(118.83, 31.77), (118.58, 32.67), (118.0, 34.28), (117.21, 36.42), (116.38, 38.65), (116.7, 40.15)]]"
967,"(123.33, 40.15)","(121.36, 37.4)","[[(123.33, 40.15), (124.25, 39.95), (123.99, 39.82), (123.33, 37.57), (123.35, 36.83), (121.18, 37.45), (121.36, 37.4)]]"
968,"(106.54, 38.34)","(117.21, 36.83)","[[(106.54, 38.34), (106.41, 38.35), (107.66, 39.09), (110.66, 37.93), (112.35, 37.77), (112.62, 37.75), (113.4, 35.61), (115.4, 36.56), (117.21, 36.83)]]"
969,"(114.7, 38.27)","(106.6, 29.73)","[[(114.7, 38.27), (114.04, 38.42), (112.35, 37.77), (109.18, 36.49), (109.14, 35.85), (108.71, 34.76), (108.09, 33.41), (107.77, 32.17), (107.39, 31.37), (106.76, 30.29), (106.6, 29.73)]]"
970,"(111.87, 40.82)","(118.83, 42.21)","[[(111.87, 40.82), (113.15, 41.84), (118.25, 42.18), (118.83, 42.21)]]"
971,"(113.35, 22.01)","(121.36, 37.4)","[[(113.35, 22.01), (113.61, 22.25), (114.03, 22.71), (113.85, 23.09), (114.85, 24.28), (120.63, 27.75), (121.83, 28.0), (122.45, 31.45), (120.29, 35.98), (120.63, 36.93), (120.92, 37.21), (121.36, 37.4)]]"
972,"(118.86, 28.96)","(120.35, 36.26)","[[(118.86, 28.96), (118.69, 28.84), (119.66, 29.76), (121.78, 31.17), (122.45, 31.45), (120.29, 35.98), (120.35, 36.26)]]"
973,"(114.2, 30.81)","(121.53, 38.96)","[[(114.2, 30.81), (114.5, 31.7), (114.74, 36.28), (120.54, 37.65), (120.99, 38.25), (121.53, 38.96)], [(114.2, 30.81), (114.5, 31.7), (120.99, 38.25), (121.53, 38.96)], [(114.2, 30.81), (114.5, 31.7), (120.54, 37.65), (120.99, 38.25), (121.53, 38.96)]]"
974,"(108.6, 34.43)","(119.78, 31.95)","[[(108.6, 34.43), (109.7, 33.74), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (119.04, 31.65), (119.71, 31.94), (119.78, 31.95)]]"
975,"(118.75, 37.52)","(114.2, 30.81)","[[(118.75, 37.52), (118.79, 37.53), (115.07, 36.42), (114.39, 31.78), (114.2, 30.81)]]"
976,"(111.3, 30.71)","(111.87, 40.82)","[[(111.3, 30.71), (111.48, 30.56), (114.2, 30.78), (114.43, 31.32), (112.2, 39.49), (111.87, 40.82)]]"
977,"(116.7, 40.15)","(122.88, 44.68)","[[(116.7, 40.15), (116.8, 40.76), (118.25, 42.18), (120.43, 41.54), (123.29, 41.51), (124.6, 41.98), (125.85, 43.77), (127.28, 43.62), (128.55, 44.13), (129.56, 44.51), (122.88, 44.68)]]"
978,"(114.6, 23.06)","(108.6, 34.43)","[[(114.6, 23.06), (114.56, 23.05), (113.85, 23.09), (113.42, 24.19), (110.78, 24.67), (109.93, 33.88), (108.6, 34.43)], [(114.6, 23.06), (114.56, 23.05), (113.85, 23.09), (113.42, 24.19), (110.78, 24.67), (109.61, 25.77), (109.93, 33.88), (108.6, 34.43)]]"
979,"(123.82, 45.56)","(107.63, 35.74)","[[(123.82, 45.56), (124.12, 44.56), (122.2, 43.56), (118.25, 42.18), (113.5, 42.1), (111.9, 40.73), (111.84, 39.99), (109.2, 36.86), (109.48, 36.42), (107.6, 35.8), (107.63, 35.74)]]"
980,"(103.94, 30.58)","(99.1, 25.08)","[[(103.94, 30.58), (104.68, 30.12), (100.24, 24.99), (99.17, 25.06), (99.1, 25.08)]]"
981,"(119.66, 25.92)","(106.81, 26.55)","[[(119.66, 25.92), (119.55, 26.22), (117.98, 26.54), (115.92, 28.43), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)], [(119.66, 25.92), (119.55, 26.22), (117.98, 26.54), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)], [(119.66, 25.92), (119.55, 26.22), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)], [(119.66, 25.92), (119.55, 26.22), (115.92, 28.43), (109.34, 27.33), (107.99, 26.97), (106.81, 26.55)]]"
982,"(117.21, 36.83)","(118.02, 27.74)",[]
983,"(117.32, 31.75)","(116.7, 40.15)","[[(117.32, 31.75), (117.26, 32.71), (117.2, 33.95), (116.79, 37.22), (116.38, 38.65), (116.7, 40.15)]]"
984,"(113.08, 23.07)","(112.1, 32.06)","[[(113.08, 23.07), (113.42, 24.19), (112.28, 32.08), (112.1, 32.06)]]"
985,"(103.94, 30.58)","(109.4, 18.3)","[[(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (108.1, 24.3), (107.58, 23.08), (108.15, 22.59), (109.17, 17.67), (109.17, 18.31), (109.4, 18.3)], [(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)], [(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (108.1, 24.3), (107.58, 23.08), (109.43, 21.58), (109.4, 18.49), (109.4, 18.3)], [(103.94, 30.58), (104.68, 30.12), (106.79, 26.52), (108.1, 24.3), (107.58, 23.08), (109.43, 21.58), (110.14, 20.01), (109.4, 18.49), (109.4, 18.3)], [(103.94, 30.58), (104.68, 30.12), (106.03, 27.04), (106.79, 26.52), (108.1, 24.3), (107.58, 23.08), (108.15, 22.59), (109.17, 17.67), (109.17, 18.31), (109.4, 18.3)]]"
986,"(118.83, 31.77)","(108.6, 34.43)","[[(118.83, 31.77), (118.09, 31.79), (117.3, 31.78), (114.65, 33.66), (109.93, 33.88), (108.6, 34.43)], [(118.83, 31.77), (117.3, 31.78), (114.65, 33.66), (109.93, 33.88), (108.6, 34.43)]]"
987,"(110.47, 29.1)","(120.43, 30.2)","[[(110.47, 29.1), (110.41, 29.09), (112.21, 28.07), (117.3, 28.92), (117.81, 29.35), (118.25, 29.74), (119.31, 29.64), (119.66, 29.76), (120.2, 30.12), (120.43, 30.2)]]"
988,"(114.7, 38.27)","(119.54, 49.35)","[[(114.7, 38.27), (115.53, 38.72), (116.85, 39.8), (116.75, 40.33), (122.2, 43.56), (121.23, 45.91), (119.82, 49.2), (119.54, 49.35)], [(114.7, 38.27), (115.53, 38.72), (116.85, 39.8), (116.75, 40.33), (121.23, 45.91), (119.82, 49.2), (119.54, 49.35)]]"
989,"(108.17, 22.61)","(113.75, 34.56)","[[(108.17, 22.61), (108.15, 22.59), (113.69, 29.91), (114.43, 31.32), (114.45, 33.29), (113.75, 34.56)], [(108.17, 22.61), (108.15, 22.59), (114.43, 31.32), (114.45, 33.29), (113.75, 34.56)], [(108.17, 22.61), (108.15, 22.59), (113.69, 29.91), (114.45, 33.29), (113.75, 34.56)]]"
990,"(121.53, 38.96)","(115.93, 28.86)","[[(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (120.29, 35.98), (118.71, 33.47), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (117.29, 31.56), (117.18, 29.34), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)], [(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (118.71, 33.47), (118.58, 32.67), (118.1, 31.72), (117.58, 31.61), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)], [(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (120.29, 35.98), (118.71, 33.47), (118.58, 32.67), (118.81, 31.99), (118.1, 31.72), (117.58, 31.61), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)], [(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (120.29, 35.98), (118.71, 33.47), (118.1, 31.72), (117.58, 31.61), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)], [(121.53, 38.96), (120.72, 38.25), (120.37, 36.29), (120.29, 35.98), (118.71, 33.47), (118.58, 32.67), (118.1, 31.72), (117.58, 31.61), (116.65, 29.39), (115.91, 28.89), (115.93, 28.86)]]"
991,"(117.17, 34.26)","(123.82, 45.56)","[[(117.17, 34.26), (117.98, 26.54), (118.0, 34.28), (118.89, 34.59), (120.29, 35.98), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)], [(117.17, 34.26), (117.98, 26.54), (118.0, 34.28), (118.89, 34.59), (120.63, 36.93), (120.8, 38.01), (120.99, 38.25), (121.46, 38.41), (122.16, 38.69), (125.89, 43.95), (126.15, 44.61), (123.82, 45.56)]]"
992,"(103.94, 30.58)","(120.35, 36.26)","[[(103.94, 30.58), (104.9, 30.97), (107.19, 32.26), (108.31, 33.32), (109.58, 33.76), (109.93, 33.88), (116.0, 36.79), (119.12, 36.65), (120.01, 37.13), (120.45, 36.98), (120.38, 36.53), (120.35, 36.26)]]"
993,"(108.17, 22.61)","(113.92, 22.31)","[[(108.17, 22.61), (108.15, 22.59), (112.48, 23.07), (113.19, 23.02), (113.92, 22.31)], [(108.17, 22.61), (108.15, 22.59), (112.48, 23.07), (113.19, 23.02), (113.55, 21.98), (113.92, 22.31)]]"
994,"(110.05, 25.2)","(121.36, 37.4)","[[(110.05, 25.2), (110.32, 25.17), (121.36, 37.4)]]"
995,"(114.2, 30.81)","(111.87, 40.82)","[[(114.2, 30.81), (114.5, 31.7), (112.2, 39.49), (111.87, 40.82)]]"
996,"(87.45, 43.97)","(114.7, 38.27)","[[(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (102.91, 36.82), (104.1, 36.85), (105.13, 37.57), (106.41, 38.35), (112.35, 37.77), (112.9, 37.72), (114.11, 38.19), (114.7, 38.27)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (102.81, 41.5), (102.77, 39.42), (106.41, 38.35), (112.35, 37.77), (112.9, 37.72), (114.11, 38.19), (114.7, 38.27)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (106.41, 38.35), (112.35, 37.77), (112.9, 37.72), (114.11, 38.19), (114.7, 38.27)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (96.24, 41.87), (107.0, 40.31), (106.41, 38.35), (112.35, 37.77), (112.9, 37.72), (114.11, 38.19), (114.7, 38.27)]]"
997,"(100.23, 26.71)","(116.7, 40.15)","[[(100.23, 26.71), (100.72, 26.67), (104.29, 28.68), (104.3, 29.93), (104.49, 30.61), (106.06, 31.36), (108.31, 33.32), (109.38, 35.78), (109.97, 40.2), (110.46, 40.64), (115.53, 40.43), (116.7, 40.15)]]"
998,"(87.45, 43.97)","(118.83, 31.77)","[[(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.42, 44.03), (91.69, 42.52), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)], [(87.45, 43.97), (87.51, 43.91), (91.85, 41.63), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)], [(87.45, 43.97), (87.51, 43.91), (89.69, 44.42), (91.69, 42.52), (103.62, 36.54), (104.12, 36.28), (107.77, 35.21), (108.53, 34.6), (110.86, 33.54), (112.55, 32.92), (113.64, 32.35), (115.73, 32.88), (117.3, 31.78), (117.58, 31.61), (118.18, 31.67), (118.83, 31.77)]]"
999,"(87.45, 43.97)","(81.71, 43.67)","[[(87.45, 43.97), (87.51, 43.91), (86.72, 43.54), (81.33, 43.96), (81.71, 43.67)], [(87.45, 43.97), (87.51, 43.91), (81.33, 43.96), (81.71, 43.67)]]"
1000,"(117.39, 39.18)","(121.53, 38.96)","[[(117.39, 39.18), (118.03, 39.07), (119.96, 38.66), (120.52, 38.47), (121.53, 38.96)]]"
1001,"(121.53, 38.96)","(117.39, 39.18)","[[(121.53, 38.96), (120.21, 38.71), (119.98, 38.43), (118.03, 38.59), (117.39, 39.18)]]"
1002,"(121.81, 31.15)","(114.73, 25.83)","[[(121.81, 31.15), (120.43, 30.9), (114.88, 25.81), (114.73, 25.83)]]"
